id,cle_stable,categorie,offset_ou_pointeur,ligne_script,layout,intervenant,texte_francais,texte_chinois_source,traduction_anglaise_rom_anglaise,confiance_alignement,historique_traduction,naturalise,corrige_d_apres_le_chinois,votre_verdict,votre_commentaire
D0676,MAIN:0x03C0D6,Dialogue en jeu,0x03C0D6,6617,dialogue_19_19,,"Je garde
cette affiche. Si
tu me gênes, tu vas
le regretter !","火箭队:我是在这里看守这张海报的,妨碍我的话可是要尝到苦头的哦!",NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0677,MAIN:0x03C114,Dialogue en jeu,0x03C114,6635,dialogue_19_19,,"Not' cachette va
être découverte !
J'va prév'nir eul
chef !","火箭队:可恶,这样下去的话火箭队的基地会被发现的!要赶快和老大联络才行!",NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0678,MAIN:0x03C15A,Dialogue en jeu,0x03C15A,2502,dialogue_19_19,,"Ça y est, j'ai repris mes esprits.",修女:我的意识恢复了,Was I dreaming?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0679,MAIN:0x03C16A,Dialogue en jeu,0x03C16A,2503,dialogue_19_19,,Kang'er... Kang'er...,修女:康儿...康儿...,Give me your soul!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0680,MAIN:0x03C17D,Dialogue en jeu,0x03C17D,2504,dialogue_19_19,,Je tremble...,修女:颤抖了...,I was possessed.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0681,MAIN:0x03C18E,Dialogue en jeu,0x03C18E,6644,dialogue_19_19,,Quelle tristesse...,修女:伤心啊...,Zombies!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0682,MAIN:0x03C197,Dialogue en jeu,0x03C197,2505,dialogue_19_19,,Quelque chose est sorti de moi...,修女:有什么从我身体里飞出...,Huh? What?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0683,MAIN:0x03C1A2,Dialogue en jeu,0x03C1A2,5879,dialogue_19_19,,Hi hi... Hi hi...,神婆:嘻嘻...嘻嘻...,Urgah...Urff...,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0684,MAIN:0x03C1B2,Dialogue en jeu,0x03C1B2,2506,dialogue_19_19,,"Hi hi...
Que m'arrive-t-il ?",神婆:嘻嘻...我到底是怎么了?,I was controlled by evil spirits.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0685,MAIN:0x03C1D6,Dialogue en jeu,0x03C1D6,5480,dialogue_19_19,,Partez... Quittez ce lieu !,离开!离开这里!...,Begone...intruders.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0686,MAIN:0x03C1EA,Dialogue en jeu,0x03C1EA,2511,dialogue_19_19,,"Le Scope Sylphe
a révélé la vraie
nature du Spectre !",使用精灵眼镜看穿幽灵的真正身份!,The Silph Scope identified the Marowak ghost.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0687,MAIN:0x03C21F,Dialogue en jeu,0x03C21F,2517,dialogue_19_19,SACHA,SACHA : Le fantôme était en fait la douce mère d'Osselait...,小智:原来幽灵的真正身份是温柔的可拉可拉的妈妈...,The Ghost was the restless soul of Cubone's mother! Her soul was calmedand she departed tothe afterlife.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0688,MAIN:0x03C28D,Dialogue en jeu,0x03C28D,2525,dialogue_19_19,JESSIE,"JESSIE : Pas bouger ! Le vieux s'est plaint, alors on l'a enfermé !",火箭队:这个吉野老头真难缠!不打败我们是救不了吉野老头的!,"Jessie: Stop right there! Meowth: Grampa herewanted to complain,so we're setting him straight. James: So render yourself invisible,or prepare to fight!",high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0689,MAIN:0x03C33F,Dialogue en jeu,0x03C33F,2541,dialogue_19_19,JAMES,"JAMES :
Tu vas voir !",小次郎:你给我记住,Looks like Team Rocket's blasting off again!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0690,MAIN:0x03C370,Dialogue en jeu,0x03C370,2547,dialogue_19_19,M. FUJI,"M. FUJI :
Tu viens m'aider ?
Merci.
Je suis venu
apaiser l'âme
de la mère
d'Osselait.
Elle est en paix.
Rentrons.","吉野:你是来救我的吗?谢谢你...我是来告诫可拉可拉的母亲嘎拉嘎拉之灵而来的,看样子嘎拉嘎拉到天国去了!真要感谢你们特地来这!那现在跟我一起回家",Fuji:Heh? You came to save me? Thank you. I came here tocalm the soul of Cubone's mother. I think her spirit isat rest and moved on. I must thank you. Follow me to my home.,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0691,MAIN:0x03C424,Dialogue en jeu,0x03C424,2553,dialogue_19_19,M. FUJI,"M. FUJI :
Aime tes Pokémon,
sinon ton Pokédex
restera incomplet.
Tiens, prends ceci.","吉野:小智在完成精灵图鉴的时候如果不对精灵们付出爱心想完成是很困难的...也不知该如何帮助你,这给你吧!","Here Ash, I think this Pok@Flute willhelp you on your quest.",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0692,MAIN:0x03C464,Dialogue en jeu,0x03C464,2566,dialogue_19_19,M. FUJI,"M. FUJI :
La Poké Flûte
réveille un Pokémon
qui dort.
Essaie-la !","吉野:吹起宠物精灵笛就算是熟睡的精灵也会跳起,遇到睡着的精灵使用看看吧!",The Pok@Flute will wake any sleeping Pok@mon.,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0693,MAIN:0x03C493,Dialogue en jeu,0x03C493,2576,dialogue_19_19,GARDE,"GARDE : J'ai soif.
Cette Eau Fraîche
est pour moi ?
Merci ! Safrania
t'est ouverte !",守卫:好渴啊...想喝水...什么?这个矿泉水真的要送给我??好吧为了答谢你就特别的放你过去吧...,"Boy! I'm parched! Huh?I can have thisdrink? Thanks! If you want to go to Saffron, you can goon through.",high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0694,MAIN:0x03C4FE,Dialogue en jeu,0x03C4FE,2582,dialogue_19_19,,"Hé, gamin !
Ne traîne pas ici !",火箭队:在那边的小鬼别到这里徘徊!!,What are you doing here kid!?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0695,MAIN:0x03C51C,Dialogue en jeu,0x03C51C,2592,dialogue_19_19,TEAM ROCKET,"TEAM ROCKET :
Le Boss convoite
la Sylphe SARL !",火箭队:老大想侵占这栋新力公司...,Silph Co.will mergewith Team Rocket!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0696,MAIN:0x03C541,Dialogue en jeu,0x03C541,2597,dialogue_19_19,,Je suis l'un des quatre frères Rocket !,火箭队:我就是火箭队四兄弟之一!,Go home kid!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0697,MAIN:0x03C54E,Dialogue en jeu,0x03C54E,2598,dialogue_19_19,,"Contrôler Sylphe SARL, c'est vendre les Pokémon au prix fort !",火箭队:如果控制了新力就能把宠物精灵卖个好价钱!,You're good.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0698,MAIN:0x03C55B,Dialogue en jeu,0x03C55B,2603,dialogue_19_19,,Quel casse-pieds !,"火箭队:妨碍我的家伙,太可恶了!!",Kids aren't allowedin here!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0699,MAIN:0x03C577,Dialogue en jeu,0x03C577,2604,dialogue_19_19,,J'ai eu tort...,火箭队:我错了...,Why do you fight us?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0700,MAIN:0x03C58E,Dialogue en jeu,0x03C58E,2605,dialogue_19_19,,Un individu suspect !,火箭队:发现可疑的家伙!!,That's far enough kid!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0701,MAIN:0x03C5A6,Dialogue en jeu,0x03C5A6,2606,dialogue_19_19,TEAM ROCKET,"TEAM ROCKET : T'es qui, toi ?",火箭队:你到底是什么人?,I work for Silph and Team Rocket!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0702,MAIN:0x03C5CA,Dialogue en jeu,0x03C5CA,2611,dialogue_19_19,,T'as réussi à venir jusqu'ici...,火箭队:能来到这里你还真有办法...,"Quit messing with us,kid!",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0703,MAIN:0x03C5E5,Dialogue en jeu,0x03C5E5,2616,dialogue_19_19,,"Bravo ! Le bureau
du Président reste
inaccessible.","火箭队:我真要夸奖你能顺利到这来,但社长室可没这么容易让你过去",I give up!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0704,MAIN:0x03C5F0,Dialogue en jeu,0x03C5F0,2623,dialogue_19_19,,"Toi, je t'ai jamais vu ici !",火箭队:没见过的家伙,I was a scientist for Silph.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0705,MAIN:0x03C60E,Dialogue en jeu,0x03C60E,2625,dialogue_19_19,,"Tu me crois fini ?
Je t'empêcherai
de gagner !",火箭队:打倒我你就满足了吗?我是不会让你赢的,"Team Rocket said ifI helped them, theywould let me study Pok@mon!",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0706,MAIN:0x03C650,Dialogue en jeu,0x03C650,2639,dialogue_19_19,,La Team Rocket contrôle la Sylphe SARL !,火箭队:这个新力公司被我们火箭队占据了!!,Intruder spotted!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0707,MAIN:0x03C662,Dialogue en jeu,0x03C662,2644,dialogue_19_19,,"Vive
la Team Rocket !",火箭队:火箭队万岁!,Who are you?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0708,MAIN:0x03C66F,Dialogue en jeu,0x03C66F,2645,dialogue_19_19,,"Encore toi ?
Tu viens semer
le trouble ?",火箭队:又是你在这里捣乱!?,We have control of Silph Co.!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0709,MAIN:0x03C68D,Dialogue en jeu,0x03C68D,2652,dialogue_19_19,,Tu peux regarder...,火箭队:请随便看...,Boss has been afterthis place!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0710,MAIN:0x03C6AC,Dialogue en jeu,0x03C6AC,2661,dialogue_19_19,,Tu veux quoi ?,火箭队:你想干什么?,My Pok@mon are my loyal soldiers!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0711,MAIN:0x03C6CF,Dialogue en jeu,0x03C6CF,2662,dialogue_19_19,,Sale morveux !,火箭队:可恶的家伙,Darn these weak Pok@mon!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0712,MAIN:0x03C6EB,Dialogue en jeu,0x03C6EB,2663,dialogue_19_19,,Le Boss est là. Rien à craindre !,大姐头:老大已经在这里我们就没有什么好害怕的!!,Show Team Rocket a little respect!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0713,MAIN:0x03C70E,Dialogue en jeu,0x03C70E,2668,dialogue_19_19,,Employée de Sylphe SARL. Je suis aussi de la Team Rocket !,大姐头:我是新力的社员同时也是火箭队的一员,Disrespectful brat!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0714,MAIN:0x03C722,Dialogue en jeu,0x03C722,2669,dialogue_19_19,,La Team Rocket contrôle la Sylphe SARL !,火箭队:新力已经是我们的了,There shouldn't be any children here!,high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0715,MAIN:0x03C748,Dialogue en jeu,0x03C748,2674,dialogue_19_19,,"Me frappe pas ! Moi aussi, on m'a forcé...","火箭队:别打我,我也是被逼的...",It's a long way to our boss!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0716,MAIN:0x03C765,Dialogue en jeu,0x03C765,2684,dialogue_19_19,RÉGIS,RÉGIS : Sacha ! Je savais que tu viendrais. La Team Rocket t'a ralenti ? Peu importe ! Montre tes progrès !,小茂:等你很久了小智!!我就知道在这等你会出现的!好像被火箭队为难了!反正与我无关!!让我看看你底有没有变强!,"What kept you Ash? Haha! I guess Team Rocket slowed you down! I saw you in Saffron,so I wantedto see if you got better!",high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0717,MAIN:0x03C7DF,Dialogue en jeu,0x03C7DF,2690,dialogue_19_19,RÉGIS,"RÉGIS : Je file
au Conseil des 4 !
Fais de ton mieux.
À plus, Sacha !",小茂:开玩笑...那小智我先走了...我还要去精灵联盟挑战最强的四天王啊!!小智你也要加油喔!再见了!!,"Well,Ash!I'm movingon up,I'm going to the Pok@mon League to boot out the Elite Four! Good luck to ya Ash! Smell ya later!",high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0718,MAIN:0x03C861,Dialogue en jeu,0x03C861,2700,dialogue_19_19,,"Moi, je compte
parmi les quatre
frères Rocket !",火箭队:我也是火箭队四兄弟其中之一!,I heard a kid was wandering around.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0719,MAIN:0x03C886,Dialogue en jeu,0x03C886,2707,dialogue_19_19,,"Tant pis !
Mon cadet vengera
cet affront !","火箭队:算了,我弟弟会为我报仇的!",Blast it!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0720,MAIN:0x03C890,Dialogue en jeu,0x03C890,2716,dialogue_19_19,,Tu m'crois faible ?,火箭队:你敢小看我?,You dare betray us?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0721,MAIN:0x03C8A4,Dialogue en jeu,0x03C8A4,2717,dialogue_19_19,,Sous-estime-moi !,火箭队:小看就小看吧,You traitor!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0722,MAIN:0x03C8B1,Dialogue en jeu,0x03C8B1,2718,dialogue_19_19,,On dit qu'un gamin rôde dans le coin !,火箭队:刚刚有消息说有小孩在这附近徘徊!,Oh ho! I smell a rat!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0723,MAIN:0x03C8C9,Dialogue en jeu,0x03C8C9,2721,dialogue_19_19,,"Ne résiste pas
à la Team Rocket...",火箭队:不要反抗火箭队的好...,You are a skilled trainer!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0724,MAIN:0x03C8E5,Dialogue en jeu,0x03C8E5,2730,dialogue_19_19,JAMES,"JAMES : Avorton !
Notre Boss est
en réunion !
Ne le dérange pas !",火箭队:等等!老大在谈重要的事不能让你去打扰!,Jessie: Stop right there twerp! Jessie:Render your-self invisible or prepare to fight! Meowth:That's right,high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0725,MAIN:0x03C958,Dialogue en jeu,0x03C958,2749,dialogue_19_19,SACHA,"SACHA :
Qui êtes-vous ?",小智:你们是?,Team Rocket: Looks like Team Rocket's blasting off again!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0726,MAIN:0x03C992,Dialogue en jeu,0x03C992,2766,dialogue_19_19,GIOVANNI,"GIOVANNI : Sacha !
Encore toi...
Le PDG et moi
parlons affaires.
Ne t'en mêle pas,
gamin. Gare à toi !",老大:哦?小智啊?又见面了...我现在在和新力的社员谈工作的事情.大人的世界小孩千万别插嘴!不然会很难看的!,Ash! We meet again!The President and Iare discussing a vital proposition. Keep your nose out of grown up matters...or experience a world of pain!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0727,MAIN:0x03CA26,Dialogue en jeu,0x03CA26,2772,dialogue_19_19,GIOVANNI,"GIOVANNI : Zut !
La Sylphe m'échappe
mais la Team Rocket
est éternelle !
Tous les Pokémon
sont à nous !
Retiens ça, Sacha.
Je reviendrai !",老大:混蛋!没办法只好暂时放弃新力!我们火箭队是不灭的!所有的怪兽是为我们火箭队而存在的!小智你千万不要忘了!我先走了!!,"Blast! You ruined our plans for SilphBut, Team Rocket will never fall! Ash! All Pok@mon exist for Team Rocket! I shall return!",high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0728,MAIN:0x03CAB3,Dialogue en jeu,0x03CAB3,2778,dialogue_19_19,SECRÉTAIRE,SECRÉTAIRE : Merci ! Le PDG et moi te sommes reconnaissants.,秘书:呀真是谢谢你的相救!我和社长充满感激啊!,Thank you for resc-uing us! We admire your courage.,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0729,MAIN:0x03CAE7,Dialogue en jeu,0x03CAE7,2788,dialogue_19_19,,Ronflex s'éveille !,使用精灵笛唤醒睡着的卡比兽,The Pok@mon woke up,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0730,MAIN:0x03CAFB,Dialogue en jeu,0x03CAFB,2789,dialogue_19_19,,Ce coin est réputé pour la pêche.,钓鱼者:这里是有名的钓鱼区,I got a bite here!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0731,MAIN:0x03CB0E,Dialogue en jeu,0x03CB0E,2790,dialogue_19_19,,Tu n'aimes pas pêcher ?,钓鱼者:你不喜欢钓鱼吗?,Just a small fry!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0732,MAIN:0x03CB20,Dialogue en jeu,0x03CB20,2791,dialogue_19_19,,Plein de Pokémon vivent dans l'eau !,钓鱼者:水上也有很多精灵哦,Fishing's a waitinggame!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0733,MAIN:0x03CB39,Dialogue en jeu,0x03CB39,2800,dialogue_19_19,,Les Pokémon Eau sont les plus mignons !,钓鱼者:水系精灵最可爱!,That one got away!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0734,MAIN:0x03CB4C,Dialogue en jeu,0x03CB4C,2801,dialogue_19_19,,Les Pokémon Eau sont magnifiques !,女孩:水系精灵好漂亮,You like fishing?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0735,MAIN:0x03CB5E,Dialogue en jeu,0x03CB5E,5880,dialogue_19_19,,"Tu les trouves moches, peut-être ?",女孩:你不喜欢吗?,Ouch!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0736,MAIN:0x03CB64,Dialogue en jeu,0x03CB64,2802,dialogue_19_19,,"Tu vois pas
que je pêche ?",钓鱼者:你看不到我在钓鱼吗?,I would rather be working!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0737,MAIN:0x03CB80,Dialogue en jeu,0x03CB80,2803,dialogue_19_19,,"Laisse tomber...
Tous les poissons
ont fui !",钓鱼者:算了...鱼都让你吓跑了,It's not easy...,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0738,MAIN:0x03CB91,Dialogue en jeu,0x03CB91,2804,dialogue_19_19,,J'ai une belle prise. Tu veux voir ?,"钓鱼者:我有好动西,要看吗",You never know whatyou'll catch!,high,adapté d'après Pokémon Jaune (FR),oui,oui,,
D0739,MAIN:0x03CBB2,Dialogue en jeu,0x03CBB2,5485,dialogue_19_19,,L'Eau bat le Feu !,钓鱼者:水系精灵克火系的哦,Lost it!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0740,MAIN:0x03CBBB,Dialogue en jeu,0x03CBBB,2809,dialogue_19_19,,"Ici, mes Pokémon
n'ont presque aucun
rival !",电气团:在这里我的精灵难碰敌手,Electricity is my specialty!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0741,MAIN:0x03CBD9,Dialogue en jeu,0x03CBD9,2820,dialogue_19_19,,Je me suis fait avoir...,电气团:居然栽跟头了...,Water conducts electricity.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0742,MAIN:0x03CBF5,Dialogue en jeu,0x03CBF5,2821,dialogue_19_19,,Je ne demande rien.,侦察员:我什么要求都没有,Water calms my mind,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
