pointer_reference_hex,chinese_target_hex,chinese_record_index,chinese_text,english_target_hex,english_entry_index,english_offset_hex,english_storage,english_text,fidelity_status,review_note
0x038047,0x03821B,1216,"
这块石头好像能被推动",0x03821B,1143,0x03821A,graphical_codes,<0A><B0EE><B1B1><B1B2><B1B3><B1B4><B1B5><B0EC><B1B6><B1B7><B0B2>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x038049,0x038231,1217,"
这棵树苗好像能被斩断",0x038230,1144,0x038230,ascii,This tree can be cut!,pending_semantic_review,
0x03825D,0x038713,1227,"
大木:喂!什么!你在做什么!",0x038670,1153,0x038670,ascii,Gary! What are you doing?,pending_semantic_review,
0x03825F,0x03872D,1228,"
小茂:爷爷!人家就是想要这个嘛!",0x03868A,1154,0x03868A,ascii,"Gramps,I want this one!",pending_semantic_review,
0x038261,0x03874C,1229,"
大木:真是拿你没办法,好吧!那个宠物精灵就给你吧!反正是早晚的是...小智,你来一下好吗?",0x0386A2,1155,0x0386A2,ascii,"Oak:But, I...Oh,allright then. That Pok@mon is yours. Iwas going to give you one anyway... Ash,come over here.",pending_semantic_review,
0x038263,0x03879F,1230,"
大木:这里还有一只是刚刚抓的.和人还不是能亲近的",0x038715,1156,0x038715,ascii,"Oak:Ash, this is a Pok@mon I caught earlier.",pending_semantic_review,
0x038265,0x0387CF,1231,"
得到比卡丘",0x038744,1157,0x038744,ascii,You can have it.,pending_semantic_review,
0x038267,0x0387DB,1232,"
小茂:刚得到精灵就当我的对手练习练习吧!",0x038755,1158,0x038755,ascii,"Gary:Wait Ash! Let's check out ourPok@mon! Come on, I'll take you on!",pending_semantic_review,
0x038269,0x038803,1233,"
小茂:这不是开玩笑吗,你的精灵这么强??好吧,那我就去找别的精灵对战!好让我的精灵更强!小智.爷爷,再见了!",0x0387A0,1159,0x0387A0,ascii,Okay! I'll make my Pok@mon fight to toughen it up! Ash!Gramps! Smell you later!,pending_semantic_review,
0x03826B,0x038867,1234,"
老爷爷:你等等,听听我的话",0x038867,1161,0x038862,graphical_codes,"00000<B2CE><B1EE><B1EE>:<B0C5><B1CD><B1CD>,<B1F1><B1F1><B1C2><B0BC><B1EF>",english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x03826D,0x038881,1235,"
老爷爷:你还去?",0x038881,1162,0x038880,graphical_codes,<0A><B2CE><B1EE><B1EE>:<B0C5><B2BD><B0C7>?,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x03826F,0x038891,1236,"
女孩:老爷爷怎在这睡着了?真没办法!只好等到睡醒了",0x03F5A3,1845,0x03F5A3,ascii,Old Man:Ouch! Girl:I'm sorry my grandfather injuredhis back and can't move.,pending_semantic_review,
0x038271,0x0388C2,1237,"
店员:你是从真新镇来的吧?你知道大木博士吧.这是他要的东西,请转交给他!",0x0387F3,1160,0x0387F3,ascii,"Hey! You came from Pallet Town? You know ProfOak,right?His order came in, can you take it to him? Thank you.",pending_semantic_review,
0x038273,0x038907,1238,"
大木:嗨!小智,怎样啊?与我给你的精灵好像相处的不错哦,你有宠物精灵训练师的才能喔!",0x0388C2,1164,0x0388BD,ascii,"Oh,Ash! How is Pikachu?",pending_semantic_review,
0x038275,0x038957,1239,"
大木:啊?有东西要交给我?",0x0388DE,1165,0x0388DE,ascii,He seems to like you...Hm? you have something for me?,pending_semantic_review,
0x038277,0x038970,1240,"
小智将包裹交给博士了!",0x038916,1166,0x038916,ascii,Ah! This is the custom Pok@ball I ordered!,pending_semantic_review,
0x038279,0x038987,1241,"
大木:这不就是我订的特制精灵球吗?谢谢你,对了!忘了告诉你有事要拜托你",0x038945,1167,0x038945,ascii,Thank you!,pending_semantic_review,
0x03827B,0x0389CB,1242,"
小茂:爷爷!我的精灵成长了!快来看啊",0x038950,1168,0x038950,ascii,Gary:Gramps! What did you call me for?,pending_semantic_review,
0x03827D,0x0389EE,1243,"
大木:小茂啊,正好我有事要麻烦你们,桌上的东西是我做的宠物精灵图鉴,可自动将发现的精灵资料记录起来并增加页数,是一本方便的资料图鉴啊!小智小茂!这就交给你们保管了!",0x03F426,1844,0x03F426,ascii,"Oak:Oh right! I have a request of you two.Here's my new invention, the Pok@dex.It records data on Pok@mon you've seen or caught.Take them with you! To make acomplete guide on all Pok@mon in the world...That was mydream! But, I'm tooold! I can't do it!So,I want you two to fulfill my dreamfor me! Get moving,you two! This is a great undertaking in Pok@mon history!",pending_semantic_review,
0x03827F,0x038A8C,1244,"
得到图鉴",0x03897B,1169,0x03897B,ascii,Received Pok@dex!,pending_semantic_review,
0x038281,0x038A96,1245,"
大木:我的梦想就是制作一本完整的图鉴,但我已经老了不行了!现在希望由你们替我完成梦想!这是能在宠物精灵历史留名的工作,你们该出发了!",0x03898D,1170,0x03898D,ascii,Gary:Okay Gramps! Leave it all to me!,pending_semantic_review,
0x038283,0x038B16,1246,"
小茂:爷爷!就交给我一个人就好了,小智真可惜没有你出场的份!对了我要去向姐姐借城镇地图去,我要叫他不要借给你,小智!哈哈,你去也没用的!",0x0389B4,1171,0x0389B4,ascii,"Ash, I hate to say it, but I don't need you! I know! I'll borrow a Town Map from my Sis! I'll tell her not to lend you one, Ash! Hahaha!",pending_semantic_review,
0x038285,0x038B97,1247,"
小茂姐姐:爷爷有任务交给你啊,真辛苦,这个给你用吧",0x038A46,1172,0x038A46,ascii,"Gary's Sis:Grandpa asked you to run anerrand? Here,this will help you!",pending_semantic_review,
0x038287,0x038BC8,1248,"
得到地图",0x038A8E,1173,0x038A8E,ascii,Received Town Map!,pending_semantic_review,
0x038289,0x038BD2,1249,"
老爷爷:上次好像喝醉似的头好痛,什么?我妨碍了你,你在完成精灵图鉴啊?那么抓精灵需要精灵球,只要到附近的商店就能买到",0x038AA1,1174,0x038AA1,ascii,"Old man:Ahhh! I'm feeling much betternow! Hm? Oh! Sure, you can go through!",pending_semantic_review,
0x03828B,0x038C42,1250,"
常青道馆上了锁",0x038AF6,1175,0x038AEE,ascii,It's locked!,pending_semantic_review,
0x03828D,0x038C52,1251,"
小茂:小智!你要去宠物精灵联盟啊?算了吧!反正我看你也没有徽章,把关的人不会让你过去的!还有你的精灵到底有没有变强啊?",0x038B03,1176,0x038B03,ascii,"Gary:Hey Ash!You'regoing to the Pok@mon League? Forget it, you probably don't haveany Badges! The guard won't let youthrough! So,did your Pok@mon get any stronger?",pending_semantic_review,
0x03828F,0x038CC3,1252,"
小茂:在宠物精灵联盟里尽是非常强劲的训兽师,不能不想办法通过那里,你也不能尽是停留在这里,想办法往前进吧!",0x038BBC,1177,0x038BBC,ascii,"I hear the Pok@mon League has many tough trainers,I have to figure out how to get past them!You should quit dawdling and get a move on!",pending_semantic_review,
0x038291,0x038D2A,1253,"
守卫:这扇门之后都是一些强劲的精灵训练家们,你还未拿到徽章啊...当然无法让你通过啊",0x038D2A,1186,0x038D23,graphical_codes,"0000000<B3DF><B3E0>:<B0EE><B3E1><B3E2><B3E3><B2A8><B1C0><B0C2><B1D1><B3E4><B2C9><B3D9><B0BC><B0A1><B0A2><B2DE><B2C5><B1BF><B2EF>,<B0C5><B2BD><B3E5><B0C6><B0DB><B3D1><B3D2><B2AC>...<B2C4><B2AA><B3E6><B2B8><B2CB><B0C5><B3DA><B3D4><B2AC>",english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x038293,0x038D7B,1254,"
捉虫少年:你也是训练师吧,让我们来较量一下!",0x038CA8,1181,0x038CA8,ascii,"Hey,wait up! What'sthe Hurry?",pending_semantic_review,
0x038295,0x038DA6,1255,"
捉虫少年:你真厉害...",0x038CC6,1182,0x038CC6,ascii,You're very good!,pending_semantic_review,
0x038297,0x038DBC,1256,"
捉虫少年:不要逃避,来吧!",0x038CD8,1183,0x038CD8,ascii,Hey!You scared the bugs away!,pending_semantic_review,
0x038299,0x038DD5,1257,"
捉虫少年:我输了",0x038CF6,1184,0x038CF6,ascii,I'm looking for a Weedle.,pending_semantic_review,
0x03829B,0x038DE6,1258,"
捉虫少年:以最强的训练家为目标你能赢的了我吗?",0x038C50,1178,0x038C50,ascii,Hey! You have a Pikachu!,pending_semantic_review,
0x03829D,0x038E14,1259,"
捉虫少年:你果然很强!",0x038C6C,1179,0x038C6C,ascii,"I looked, but I cannot find one.",pending_semantic_review,
0x03829F,0x038E2A,1260,"
捉虫少年:让你见识一下",0x03F5F5,1846,0x03F5F5,ascii,You have Pok@mon! Come on! Let's battle'em!,pending_semantic_review,
0x0382A1,0x038E41,1261,"
捉虫少年:不可能...",0x038C8D,1180,0x038C8D,ascii,No! Caterpie can't cut it!,pending_semantic_review,
0x0382A3,0x038E55,1262,"
男孩:你是精灵训练家吧?小刚正在找寻对手...来吧!",0x038D7A,1187,0x038D7A,ascii,You're a trainer right? Follow me!,pending_semantic_review,
0x0382A5,0x038E85,1263,"
男孩:你有战胜的自信的话就去挑战小刚吧!",0x038D9F,1188,0x038D9F,ascii,Brock's looking forchallengers.,pending_semantic_review,
0x0382A7,0x038EAD,1264,"
裁判:你要不要朝宠物精灵冠军试试啊?我虽不是训练家但我可给你一些意见,你的比卡丘想赢这道场满难的!小刚所使用的地面系精灵是不受电气攻击的影响!",0x038DBF,1189,0x038DBF,ascii,"Hey champ! Let me give you a tip. Brock uses Rock Pok@mon, Electric attacks are uselessagainst them!",pending_semantic_review,
0x0382A9,0x038F38,1265,"
侦察员:等等!小孩有什么事啊!找小刚挑战?一万光年以后吧!",0x038E2C,1190,0x038E2C,ascii,Wait! You're light years away from facing Brock!,pending_semantic_review,
0x0382AB,0x038F6F,1266,"
侦察员:你很厉害但比不上小刚",0x038E60,1191,0x038E60,ascii,"Darn,Light years isdistance,not time!",pending_semantic_review,
0x0382AD,0x038F8C,1267,"
小刚:你来了!我是尼比宠物精灵道馆的领袖小刚!我的坚硬石头也就是我的精灵!我所使用的精灵以石系居多!就算会输也要战斗,这就是训练家的宿命!来吧",0x038E86,1192,0x038E86,ascii,I'm Brock!I believein strong defense and determination! Do you still wish to face me? Fine then! Show me your best!,pending_semantic_review,
0x0382AF,0x039015,1268,"
小刚:哈哈,真厉害呢我给你宠物精灵联盟公认的灰色徽章!",0x038EFE,1193,0x038EFE,ascii,"I took you for granted.As proof ofyour victory,here'sthe BOULDERBADGE!",pending_semantic_review,
0x0382B1,0x03904A,1269,"
得到灰色徽章",0x038F49,1194,0x038F49,ascii,"You can now use theHM Flash! Here,takethis with you too.",pending_semantic_review,
0x0382B3,0x039058,1270,"
小刚:有了灰色徽章你的精灵都将变强,持有闪光特技的精灵就算不战斗也能使用闪光!还有这个给你!",0x038F82,1195,0x038F82,ascii,Recieved TM35!,pending_semantic_review,
0x0382B5,0x0390B2,1271,"
得到技能机器34!",0x038F91,1196,0x038F91,ascii,It contains Harden.This raises your Pokemon's defense.,pending_semantic_review,
0x0382B7,0x0390C3,1272,"
小刚:使用技能机器时精灵将马上记住特技,但特技就将丢弃!要让哪个精灵学习最好想清楚.特技35是变硬...被攻击时一直变硬...提升防御力!是一个有趣的特技!",0x038FCA,1197,0x038FCA,ascii,A TM can only be used once.So choosewho you use it on carefully.,pending_semantic_review,
0x0382B9,0x039153,1273,"
小刚:在这世上什么人都有,有人养精灵有人利用精灵战斗,在这有训练宠物精灵养成的修行!如果你以训练家为目标的话你该去华蓝市的道场试试!",0x03900E,1198,0x03900E,ascii,You seem to be verygifted as a trainer.Go to the GYM in Cerulean andtest your strength.,pending_semantic_review,
0x0382BB,0x0391D4,1274,"
裁判:真不愧是强手!就是这样一来朝宠物精灵联盟冠军前进!",0x03906E,1199,0x03906E,ascii,"Just as I thought, you're Champion Material!",pending_semantic_review,
0x0382BD,0x03920B,1275,"
迷你裙:那边的人!你刚在看我吧!",0x03909E,1200,0x03909E,ascii,"You looked at me, didn't you?",pending_semantic_review,
0x0382BF,0x03922A,1276,"
迷你裙:算了...不过你再继续看的话我会打人的喔!",0x0390BD,1201,0x0390BD,ascii,You're mean!,pending_semantic_review,
0x0382C1,0x039259,1277,"
捉虫少年:你不是在常青森林遇到的家伙吗?",0x0390CA,1202,0x0390CA,ascii,Hey! I met you in Viridian Forest!,pending_semantic_review,
0x0382C3,0x039281,1278,"
捉虫少年:在这附近可以抓到和森林不一样的精灵!",0x0390EE,1203,0x0390EE,ascii,You beat me again!,pending_semantic_review,
0x0382C5,0x0392AF,1279,"
谈判小子:穿短裤活动方便很好啊!你要不要穿穿看?",0x039101,1204,0x039101,ascii,Are you a Pok@mon Trainer too?,pending_semantic_review,
0x0382C7,0x0392DE,1280,"
谈判小子:你有用电脑通信吗?捕抓到的妖怪超过六个会自动记录到电脑中",0x039121,1205,0x039121,ascii,Are you storing Pok@mon on the PC?,pending_semantic_review,
0x0382C9,0x039320,1281,"
捉虫少年:你是训练家?那就立刻跟我比一下!",0x039147,1206,0x039147,ascii,You can fight my new Pok@mon!,pending_semantic_review,
0x0382CB,0x039349,1282,"
捉虫少年:还真是搞笑...",0x039167,1207,0x039167,ascii,Trained Pok@mon arestronger than wild ones.,pending_semantic_review,
0x0382CD,0x039361,1283,"
迷你裙:你的视线!真的很令人在意!",0x039251,1214,0x039251,ascii,"The look you gave me,it's intriguing!",pending_semantic_review,
0x0382CF,0x039382,1284,"
迷你裙:如果不想打架的话就不要让视力交会",0x039278,1215,0x039278,ascii,Don't let people see you to avoid fights!,pending_semantic_review,
0x0382D1,0x0393AB,1285,"
谈判小子:什么嘛!没有穿短裤嘛",0x039193,1208,0x039193,ascii,Hey! You're don't have shorts,pending_semantic_review,
0x0382D3,0x0393C9,1286,"
谈判小子:输了输了...",0x0391B2,1209,0x0391B2,ascii,Even in winter I wear shorts!,pending_semantic_review,
0x0382D5,0x0393DF,1287,"
捉虫少年:用刚抓到的宠物精灵跟我打吧!",0x0391D2,1210,0x0391D2,ascii,Do you like bug Pok@mon?,pending_semantic_review,
0x0382D7,0x039405,1288,"
捉虫少年:你很厉害呢",0x0391EE,1211,0x0391EE,ascii,Bug types evolve faster than others.,pending_semantic_review,
0x0382D9,0x03941A,1289,"
迷你裙:呀!你刚才有摸我身体吗?",0x039215,1212,0x039215,ascii,Eek! Did you touch me!?,pending_semantic_review,
0x0382DB,0x039439,1290,"
迷你裙:原来是误会啊...",0x03922D,1213,0x03922D,ascii,Route 4 is at the foot of Mt.Moon.,pending_semantic_review,
0x0382DD,0x039451,1291,"
大爷:只告诉你一个好消息...!秘密的鲤鱼王只卖500元!你买不买?",0x0392A6,1216,0x0392A6,ascii,Have I got a deal for you! How about a Magikarp for just500$?,pending_semantic_review,
0x0382DF,0x03948D,1292,"
是吗?真是可惜",0x0392E5,1217,0x0392E5,ascii,Too bad...,pending_semantic_review,
0x0382E1,0x03949C,1293,"
得到鲤鱼王",0x0392F0,1218,0x0392F0,ascii,Recieved Magikarp!,pending_semantic_review,
0x0382E3,0x0394A8,1294,"
捉虫少年:可疑男人在洞内徘徊你是...",0x039303,1219,0x039303,ascii,I saw suspicious men this cave.What about you?,pending_semantic_review,
0x0382E5,0x0394CC,1295,"
捉虫少年:被骗了,没错!我看到的家伙他是火箭队的人!",0x039334,1220,0x039334,ascii,I'm sure they're from Team Rocket!,pending_semantic_review,
0x0382E7,0x0394FE,1296,"
迷你裙:干嘛啊?我是在这里等洞里分散的朋友啦",0x039359,1221,0x039359,ascii,I'm waiting for my friends to find me here.,pending_semantic_review,
0x0382E9,0x03952A,1297,"
迷你裙:我是听说这个洞里有很棒的化石才来的",0x039385,1222,0x039385,ascii,I heard there are very rare fossils here.,pending_semantic_review,
0x0382EB,0x039555,1298,"
火箭队:宠物精灵黑手党组织火箭队!是又恐怖又强的!",0x0393B1,1223,0x0393B1,ascii,"We,Team Rocket,are Pok@mon gansters!",pending_semantic_review,
0x0382ED,0x039586,1299,"
火箭队:你比我更恐怖...",0x0393D6,1224,0x0393D6,ascii,Darn it all! I blewit!,pending_semantic_review,
0x0382EF,0x03959E,1300,"
研究员:哇!什么啊!不要突然跟我说话!",0x03956C,1236,0x03956C,ascii,What! Don't sneak up on me!,pending_semantic_review,
0x0382F1,0x0395C2,1301,"
研究员:......",0x039589,1237,0x039589,ascii,I have to find stronger Pok@mon.,pending_semantic_review,
0x0382F3,0x0395D1,1302,"
迷你裙:洞隆里相当的宽阔呢",0x0393ED,1225,0x0393ED,ascii,Mt.Moon's big isn'tit?,pending_semantic_review,
0x0382F5,0x0395EC,1303,"
迷你裙:这么大哪边是出口都搞不清楚",0x039404,1226,0x039404,ascii,How do you get out of here?,pending_semantic_review,
0x0382F7,0x03960F,1304,"
火箭队:我们正在做重要的工作!小孩子赶快回家!",0x03949D,1231,0x03949D,ascii,We're pulling a bigjob here!Get lost!,pending_semantic_review,
0x0382F9,0x03963C,1305,"
火箭队:蛮厉害的嘛,加入我们火箭队吧!",0x0394C3,1232,0x0394C3,ascii,If you see a fossilgive it to me and scram!,pending_semantic_review,
0x0382FB,0x039661,1306,"
大叔:原来是小孩子啊!吓我一跳",0x039463,1229,0x039463,ascii,Whoa!You scared me!,pending_semantic_review,
0x0382FD,0x03967F,1307,"
大叔:小孩子不可以到这么阴暗的地方闲逛!!",0x039477,1230,0x039477,ascii,Kids like you shouldn't be here!,pending_semantic_review,
0x0382FF,0x0396A8,1308,"
火箭队:随便闯入大人的世界可是很危险的!",0x0394F0,1233,0x0394F0,ascii,Kids should leave grown-ups alone!,pending_semantic_review,
0x038301,0x0396D0,1309,"
火箭队:真令人生气!",0x039514,1234,0x039514,ascii,Pok@mon lived here long before people came.,pending_semantic_review,
0x038303,0x0396E4,1310,"
谈判小子:你也是来这里探险的吗?",0x039420,1227,0x039420,ascii,Did you come to explore too?,pending_semantic_review,
0x038305,0x039704,1311,"
谈判小子:到底哪里有珍奇的精灵呢?",0x039440,1228,0x039440,ascii,I came here to showoff my Pok@mon.,pending_semantic_review,
0x038307,0x039726,1312,"
研究员:等一下!这化石是我发现的,两个都是我的!",0x039540,1235,0x039540,ascii,Stop!I found these fossils! They're mine!,pending_semantic_review,
0x038309,0x039754,1313,"
研究员:好吧,就分你一个好了,我和你各拿一个化石,一个人独吞是不行的哟",0x0395AE,1238,0x0395AE,ascii,"Okay,I'll share! We'll each take 1! No being greedy!",pending_semantic_review,
0x03830B,0x039798,1314,"
研究员:听说离这里很远的红莲岛上有宠物精灵的研究所能让化石复活的研究...",0x0395E5,1239,0x0395E5,ascii,Then this is mine! On Cinnabar island there's a Pok@mon research lab that does research on reviving fossilizedPok@mon!,pending_semantic_review,
0x03830D,0x0397E0,1315,"
火箭队:等一下!化石是我们火箭队的东西!",0x039660,1240,0x039660,ascii,Jesse:Stop right there!That fossil is Team Rocket's!,pending_semantic_review,
0x03830F,0x039807,1316,"
小智:你们是?",0x039698,1241,0x039698,ascii,James:Surrender nowor prepare to fight!,pending_semantic_review,
0x038311,0x039815,1317,"
武藏:既然你诚心诚意的问了",0x0396C5,1242,0x0396C5,ascii,Meowth: Meeouth! That's right!,pending_semantic_review,
0x038327,0x03992E,1328,"
小次郎:没想到会输...",0x0396E6,1243,0x0396E6,ascii,Jesse:A brat beat us?,pending_semantic_review,
0x038329,0x039944,1329,"
武藏:好讨厌的感觉哟...",0x0396FD,1244,0x0396FD,ascii,James:Such a dread-ful twerp!,pending_semantic_review,
0x03832B,0x03995C,1330,"
喵喵:喵...",0x03971B,1245,0x03971B,ascii,"Jesse&James:Team Rocket,blast off atthe speed of light!Meouth:Hey!Wait formeeowth!",pending_semantic_review,
0x03832D,0x039968,1331,"
警察:真是可怜!家里糟了小偷,我知道犯人是谁!是火箭队,警察也对他们很头疼呢!",0x039770,1246,0x039770,ascii,"These people were robbed, we believe it's Team Rocket's doing! Even our Police force has trouble with that gang!",pending_semantic_review,
