surface,stable_key,domain,source_text,previous_english,reviewed_english,status,review_class,reason,encoded_length,layout
catalogue,MAIN:0x038445,dialogue,"你好!欢迎你光临宠物精灵的世界!大家都叫我大木博士,在这世界住着被称为宠物精灵的生物!这生物被视为宠物,或使用于对战等等.而我是研究这宠物精灵的!小智,一个将属于你的故事,梦想即将开始!","PROF. OAK: Hello there! Welcome to the world of Pokémon! I'm Oak, the Pokémon Prof.! Pokémon live here as pets or fighters. I study them! Ash, your own Pokémon story and dreams begin now!","PROF. OAK: Hello there! Welcome to the world of Pokémon! I'm Oak, the Pokémon Prof.! Pokémon live here as pets or fighters. I study them! Ash, your own Pokémon story and dreams begin now!",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",207,dialogue_19_19
catalogue,MAIN:0x0384F8,dialogue,"小茂:嗨!小智,你要找大木爷爷的话,他不在喔!我也是听他说要给宠物精灵才赶紧来的...","GARY: Yo, Ash! Gramps isn't around! I ran here 'cos he said he had a Pokémon for me.","GARY: Yo, Ash! Gramps isn't around! I ran here 'cos he said he had a Pokémon for me.",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",93,dialogue_19_19
catalogue,MAIN:0x038519,dialogue,大木:真是危险!野生精灵会从草丛中跳出来的!你如有宠物精灵是可与他对战...对了!跟我来一下吧!,"PROF. OAK: It's dangerous! Wild Pokémon jump out of the grass! If you had your own Pokémon, you could battle them... That's it! Come with me!","PROF. OAK: It's dangerous! Wild Pokémon jump out of the grass! If you had your own Pokémon, you could battle them... That's it! Come with me!",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",160,dialogue_19_19
catalogue,MAIN:0x0385A7,dialogue,"小茂:爷爷,你回来了!","GARY: Gramps, you're back!","GARY: Gramps, you're back!",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",31,dialogue_19_19
catalogue,MAIN:0x0385D6,dialogue,小茂:啊!...啊!偏心!爷爷我也要!,"GARY: Hey! That's not fair! Gramps, I want one too!","GARY: Hey! That's not fair! Gramps, I want one too!",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",51,dialogue_19_19
catalogue,MAIN:0x0385F3,dialogue,大木:小茂你急什么!我等一下也会给你的,"OAK: Be patient, Gary. I'll give you one later.","OAK: Be patient, Gary. I'll give you one later.",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",48,dialogue_19_19
catalogue,MAIN:0x038620,dialogue,小茂:哼!我一定能拿到比你好的!,GARY: Humph! I'll get a better Pokémon than you!,GARY: Humph! I'll get a better Pokémon than you!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",55,dialogue_19_19
catalogue,MAIN:0x03864F,dialogue,"小茂:小智,这个可是我的!","GARY: Ash, this one is mine!","GARY: Ash, this one is mine!",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",27,dialogue_19_19
catalogue,MAIN:0x038670,dialogue,大木:喂!什么!你在做什么!,OAK: Gary! What are you doing?,OAK: Gary! What are you doing?,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",29,dialogue_19_19
catalogue,MAIN:0x03868A,dialogue,小茂:爷爷!人家就是想要这个嘛!,"GARY: Gramps, I want this one!","GARY: Gramps, I want this one!",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",33,dialogue_19_19
catalogue,MAIN:0x0386A2,dialogue,"大木:真是拿你没办法,好吧!那个宠物精灵就给你吧!反正是早晚的是...小智,你来一下好吗?","OAK: All right! That Pokémon is yours. You'd get one anyway... Ash, come.","OAK: All right! That Pokémon is yours. You'd get one anyway... Ash, come.",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",81,dialogue_19_19
catalogue,MAIN:0x038715,dialogue,大木:这里还有一只是刚刚抓的.和人还不是能亲近的,OAK: Another new catch; not tame yet.,OAK: I just caught this one. It isn't tame yet.,corrected,natural_english,Replaces two compressed fragments with complete sentences.,47,dialogue_19_19
catalogue,MAIN:0x038744,dialogue,得到比卡丘,Got Pikachu!,Got Pikachu!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",12,dialogue_19_19
catalogue,MAIN:0x038755,dialogue,小茂:刚得到精灵就当我的对手练习练习吧!,"GARY: Wait, Ash! Let's test our new Pokémon! I'll take you on!","GARY: Wait, Ash! Let's test our new Pokémon! I'll take you on!",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",64,dialogue_19_19
catalogue,MAIN:0x0387A0,dialogue,"小茂:这不是开玩笑吗,你的精灵这么强??好吧,那我就去找别的精灵对战!好让我的精灵更强!小智.爷爷,再见了!","GARY: So strong? I'll fight others to train mine. Bye, Ash! Bye, Gramps!","GARY: So strong? I'll fight others to train mine. Bye, Ash! Bye, Gramps!",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",74,dialogue_19_19
catalogue,MAIN:0x0387F3,dialogue,"店员:你是从真新镇来的吧?你知道大木博士吧.这是他要的东西,请转交给他!",CLERK: From Pallet? Know Prof. Oak? Take his order to him.,"You're from Pallet Town, right? You know Prof. Oak? Please deliver this order to him.",corrected,natural_english+contextual_label_omission,"Restores every source question and the delivery request in natural English. Omits the contextual one-speaker label 'CLERK', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",89,dialogue_19_19
catalogue,MAIN:0x038862,dialogue,"老爷爷:你等等,听听我的话",OLD MAN: Wait. Hear me.,Wait! Hear me out.,corrected,natural_english+contextual_label_omission,"Uses the idiomatic request. Omits the contextual one-speaker label 'OLD MAN', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",18,dialogue_19_19
catalogue,MAIN:0x038880,dialogue,老爷爷:你还去?,OLD MAN: Going on?,Going on?,corrected,contextual_label_omission,"Omits the contextual one-speaker label 'OLD MAN', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",9,dialogue_19_19
catalogue,MAIN:0x038891,dialogue,士兵:请进,SOLDIER: Enter.,Come in.,corrected,natural_english+contextual_label_omission,"Replaces the unnatural one-word command 'Enter'. Omits the contextual one-speaker label 'SOLDIER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",8,dialogue_19_19
catalogue,MAIN:0x0388BD,dialogue,"大木:嗨!小智,怎样啊?与我给你的精灵好像相处的不错哦,你有宠物精灵训练师的才能喔!","OAK: Ash, you two get along. Trainer talent!","OAK: Ash, you two get along! You have the makings of a Trainer!",corrected,natural_english,Restores the source's assessment in idiomatic English.,65,dialogue_19_19
catalogue,MAIN:0x0388DE,dialogue,大木:啊?有东西要交给我?,OAK: Oh? Something for me?,OAK: Oh? Something for me?,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",26,dialogue_19_19
catalogue,MAIN:0x038916,dialogue,小智将包裹交给博士了!,ASH gave parcel to Oak!,ASH delivered Oak's parcel!,corrected,natural_english,Uses the official-style delivery formula and natural possessive item name.,26,dialogue_19_19
catalogue,MAIN:0x038945,dialogue,"大木:这不就是我订的特制精灵球吗?谢谢你,对了!忘了告诉你有事要拜托你",OAK: My custom Poké Ball! Thanks. A favor...,OAK: My custom Poké Ball! Thanks. I have a favor to ask...,corrected,natural_english,Makes the final request explicit and grammatical.,63,dialogue_19_19
catalogue,MAIN:0x038950,dialogue,小茂:爷爷!我的精灵成长了!快来看啊,"GARY: Gramps, look! It grew!","GARY: Gramps, look! It grew!",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",27,dialogue_19_19
catalogue,MAIN:0x03897B,dialogue,得到图鉴,Got Pokédex!,Got Pokédex!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",12,dialogue_19_19
catalogue,MAIN:0x03898D,dialogue,"大木:我的梦想就是制作一本完整的图鉴,但我已经老了不行了!现在希望由你们替我完成梦想!这是能在宠物精灵历史留名的工作,你们该出发了!",OAK: Dream: full Pokédex. Too old. You two finish it! Make Pokémon history. Go!,"OAK: I dream of a full Pokédex, but I'm too old. I want you two to finish it and make Pokémon history! Now go!",corrected,natural_english,Uses complete clauses while preserving every source beat.,111,dialogue_19_19
catalogue,MAIN:0x0389B4,dialogue,"小茂:爷爷!就交给我一个人就好了,小智真可惜没有你出场的份!对了我要去向姐姐借城镇地图去,我要叫他不要借给你,小智!哈哈,你去也没用的!","GARY: Leave it to me, Gramps! Ash is no help. I'll borrow Sis's map and tell her not to lend him one! Ha!","GARY: Leave it to me, Gramps! I don't need your help, Ash! I'll borrow Sis's map and tell her not to lend you one! Ha! Your trip is pointless!",corrected,natural_english,"Uses the official-scene voice while preserving Gary's taunt, map plan, and source-only final insult.",146,dialogue_19_19
catalogue,MAIN:0x038A46,dialogue,"小茂姐姐:爷爷有任务交给你啊,真辛苦,这个给你用吧","GARY'S SIS: Grandpa asked you to run an errand? Here, this will help you!","GARY'S SIS: Grandpa asked you to run an errand? Here, this will help you!",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",71,dialogue_19_19
catalogue,MAIN:0x038A8E,dialogue,得到地图,Got Town Map!,Got Town Map!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",13,dialogue_19_19
catalogue,MAIN:0x038AA1,dialogue,"老爷爷:上次好像喝醉似的头好痛,什么?我妨碍了你,你在完成精灵图鉴啊?那么抓精灵需要精灵球,只要到附近的商店就能买到",OLD MAN: I seemed drunk last time? My head hurt... Was I blocking you? Buy Poké Balls nearby for your Pokédex.,I was out of it last time; my head was pounding... What? I blocked your way? You're filling your Pokédex? Buy Poké Balls at the nearby shop.,corrected,natural_english+contextual_label_omission,"Restores subjects and every step of the source's explanation and advice. Omits the contextual one-speaker label 'OLD MAN', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",157,dialogue_19_19
catalogue,MAIN:0x038AEE,dialogue,常青道馆上了锁,The Viridian Gym is locked.,The Viridian Gym is locked.,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",26,dialogue_19_19
catalogue,MAIN:0x038B03,dialogue,"小茂:小智!你要去宠物精灵联盟啊?算了吧!反正我看你也没有徽章,把关的人不会让你过去的!还有你的精灵到底有没有变强啊?","GARY: League, Ash? No Badges, no pass! Did your Pokémon get stronger?","GARY: League, Ash? No Badges, no pass! Did your Pokémon get stronger?",reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",70,dialogue_19_19
catalogue,MAIN:0x038BBC,dialogue,"小茂:在宠物精灵联盟里尽是非常强劲的训兽师,不能不想办法通过那里,你也不能尽是停留在这里,想办法往前进吧!",GARY: The League has tough Trainers! I must get past them. Quit dawdling and move on!,GARY: The League has tough Trainers! I must get past them. Quit dawdling and move on!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",88,dialogue_19_19
