stable_key,record_type,entry_index,dialogue_id,category,source_offset_or_pointer,script_line,pointer_references,selected_pointer_references,layout,speaker,chinese_record_indexes,chinese_offsets,chinese_text,english_2015_storage,english_2015,french_v2_gloss,english_v2,editorial_origin,alignment_method,alignment_confidence,source_resolution,review_status,encoded_length,source_capacity_bytes,compression,compression_justification,fidelity_comment,secondary_french_provenance,multi_source_mode,pointer_variant_count,storage_overlap_group,storage_overlap_role
MAIN:0x03A8BE,MAIN,1361,D0490,In-game dialogue,0x03A8BE,6578,0x0383FB,0x0383FB,dialogue_19_19,,1434,0x03A8C4,水手:快走开!,graphical_codes,0000000<B5F7><B1A3>:<B2EC><B7C3><B1D9>!,"Va-t'en, vite !",Go away!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,8,19,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; faithfully renders the sailor's urgent order to leave.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03A8D2,MAIN,1362,D0491,In-game dialogue,0x03A8D2,6579,0x0383FD,0x0383FD,dialogue_19_19,,1435,0x03A8D2,水手:刚才我有说话吗?,graphical_codes,<0A><B5F7><B1A3>:<B2BF><B1F2><B1C2><B0AE><B1E7><B1EF><B0D7>?,"J'ai parlé, là ?",Did I say something?,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,29,21,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the omitted subject and auxiliary. Omits the contextual one-speaker label 'SAILOR', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03A8E8,MAIN,1363,D0492,In-game dialogue,0x03A8E8,6581,0x0383FF,0x0383FF,dialogue_19_19,,1436,0x03A8E8,绅士:我有个女儿现在和你一样大,graphical_codes,<0A><B7B4><B1C5>:<B1C2><B0AE><B0BA><B2CF><B7D0><B2F5><B0B8><B0C9><B0C5><B1D1><B2DA><B1BE>,Ma fille a ton âge.,My daughter's your age.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,23,30,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; directly keeps the gentleman's daughter and the fact that she is the same age as the player. Full-text review: Normalizes nonstandard speaker abbreviation 'GENT:' to 'GENTLEMAN:'.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03A907,MAIN,1364,D0493,In-game dialogue,0x03A907,6594,0x038401,0x038401,dialogue_19_19,,1437,0x03A907,绅士:做我女婿吧...,graphical_codes,<0A><B7B4><B1C5>:<B2B4><B1C2><B2CF><B7D1><B0BE>...,Épouse ma fille !,Be my son-in-law...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,19,19,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; faithfully preserves the gentleman's abrupt invitation to become his son-in-law. Full-text review: Normalizes nonstandard speaker abbreviation 'GENT:' to 'GENTLEMAN:'.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03A91B,MAIN,1365,D0494,In-game dialogue,0x03A91B,1673,0x038439,0x038439,dialogue_19_19,,1465,0x03ADD9,老爷爷:我的精灵是无敌的!,ascii,"Win, Lose, or Draw!",Mes Pokémon sont invincibles !,My Pokémon are invincible!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,30,19,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Directly preserves the old man's boast that his Pokémon cannot be defeated.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03A92F,MAIN,1366,D0495,In-game dialogue,0x03A92F,1678,0x03843B,0x03843B,dialogue_19_19,,1466,0x03ADF3,老爷爷:在我家是无敌的...,ascii,To live is to gamble!,Enfin... seulement chez moi.,Only at home...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,15,26,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; keeps the comic qualification that the old man's Pokémon are only invincible in his own home.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03A94A,MAIN,1367,D0496,In-game dialogue,0x03A94A,1679,0x038431,0x038431,dialogue_19_19,,1461,0x03AD71,谈判小子:我困了...,ascii,No cheating!,J'ai sommeil...,So sleepy...,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,12,12,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; directly preserves the Youngster's sleepiness.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03A957,MAIN,1368,D0497,In-game dialogue,0x03A957,1680,0x038433,0x038433,dialogue_19_19,,1462,0x03AD85,谈判小子:干嘛打扰我休息?,ascii,Huh? That's not right!,Pourquoi m'empêcher de dormir ?,Why bother me while I'm resting?,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,31,25,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Matches the source's interrupted rest rather than assuming sleep. Omits the contextual one-speaker label 'YOUNGSTER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03A971,MAIN,1369,D0498,In-game dialogue,0x03A971,1681,0x03843D,0x03843D,dialogue_19_19,,1467,0x03AE0D,双胞胎:我们脸上有东西吗?,ascii,"I'm new,but I thinkI can win!",On a quelque chose sur le visage ?,Is there something on our faces?,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,32,29,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the existential construction. Omits the contextual one-speaker label 'TWINS', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03A98F,MAIN,1370,D0499,In-game dialogue,0x03A98F,1690,0x03843F,0x03843F,dialogue_19_19,,1468,0x03AE27,"双胞胎:说你呢,你还看!!",ascii,My Pok@mon couldn't,"Oui, toi ! Arrête de nous dévisager !",You! Still staring?!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,28,19,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Compact direct rendering from Chinese; keeps the Twins' direct address to the player and indignation that the staring continues.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03A9A3,MAIN,1371,D0500,In-game dialogue,0x03A9A3,1693,,,dialogue_19_19,,1474,0x03B0C6,老爷爷:对精灵要有爱心,ascii,I have never won before.,Traite tes Pokémon avec amour.,Treat Pokémon with love.,translated_directly_from_reviewed_chinese_source_ai_review,containing_offset,medium,reviewed_source_adjudication,ai_source_reviewed,24,26,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Restores the old man's advice to show Pokémon affection instead of the unrelated old statement about never winning.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03A9BE,MAIN,1372,D0501,In-game dialogue,0x03A9BE,1698,,,dialogue_19_19,,1475,0x03B0DE,老爷爷:少年人不错,ascii,I saw this coming.,"Pas mal, petit !","Not bad, young man!",translated_directly_from_reviewed_chinese_source_ai_review,containing_offset,medium,reviewed_source_adjudication,ai_source_reviewed,19,18,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Directly preserves the old man's approving assessment of the young Trainer and replaces the unrelated 2015 line.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03A9D1,MAIN,1373,D0502,In-game dialogue,0x03A9D1,1699,,0x038405,dialogue_19_19,GARY,1439,0x03A98C,"小茂:听说居合斩的名人也在船上,看了一下竟然是会晕船的老头!你也去看看吧,再会了!",ascii,Fwahaha! I've neverlost!,"RÉGIS : À bord,
le maître de Coupe
est un vieux.
Il a le mal
de mer !
Va voir. À plus !",GARY: The Cut master aboard is just a seasick old man! Go see him. Smell ya!,adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,containing_offset,medium,reviewed_source_adjudication,ai_source_reviewed,85,24,no,,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.,adapted from official French R/B/Y dialogue,,,,
MAIN:0x03A9EA,MAIN,1374,D0503,In-game dialogue,0x03A9EA,1704,,,dialogue_19_19,,1471,0x03B079,老爷爷:被打败了,ascii,Luck of the draw!,Tu m'as battu.,You beat me.,translated_directly_from_reviewed_chinese_source_ai_review,containing_offset,medium,reviewed_source_adjudication,ai_source_reviewed,12,17,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Directly renders the old man's admission of defeat instead of the unrelated remark about luck.,corrected against the Chinese source + naturalized in French,,,storage-overlap-02,owner
MAIN:0x03A9F7,MAIN,1375,D0504,In-game dialogue,0x03A9F7,1705,0x038409,0x038409,dialogue_19_19,ASH,1441,0x03A9F6,小智:我帮你拍拍!,ascii,raw!,"SACHA :
Je vais vous masser
le dos !",ASH: I'll rub your back!,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,24,4,no,,Preserves Ash as speaker and his offer to rub or pat the seasick master's back in the surrounding scene.,corrected against the Chinese source + naturalized in French,,,storage-overlap-02,suffix_alias
MAIN:0x03A9FC,MAIN,1376,D0505,In-game dialogue,0x03A9FC,1715,0x038435,0x038435,dialogue_19_19,,1463,0x03AD9F,谈判小子:你怎么这么没有礼貌?,ascii,I'm the best in my class!,"Hé ! C'est quoi,
ces manières ?",Why are you so rude?,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,24,25,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Restores the complete question. Omits the contextual one-speaker label 'YOUNGSTER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03AA16,MAIN,1377,D0506,In-game dialogue,0x03AA16,1719,0x038437,0x038437,dialogue_19_19,,1464,0x03ADBD,"谈判小子:算了,我不和你计较",ascii,"Darn,I need to makethem stronger!","Bon, je laisse tomber.",Fine. No hard feelings.,translated_directly_from_chinese_ai_review,pointer_table,high,dialogue_inventory_overlay,ai_source_reviewed,28,33,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Full-text review: Uses an idiomatic no-grudge expression. Omits the contextual one-speaker label 'YOUNGSTER', as in official Gen I field dialogue; the sprite and encounter retain the speaker identity.",corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03AA38,MAIN,1378,D0507,In-game dialogue,0x03AA38,1720,,,dialogue_19_19,,1476,0x03B0F2,谈判小子:你怎么可以这样?,ascii,My Pok@mon should be ready!,Comment peux-tu faire ça ?,How could you do that?,translated_directly_from_reviewed_chinese_source_ai_review,containing_offset,medium,reviewed_source_adjudication,ai_source_reviewed,24,28,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Restores the adjudicated boy's reproach and discards the unrelated old statement about his Pokémon being ready.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03AA55,MAIN,1379,D0508,In-game dialogue,0x03AA55,1721,,,dialogue_19_19,,1477,0x03B10D,谈判小子:我什么都没说,ascii,I should get betterones.,Je n'ai rien dit.,I didn't say anything.,translated_directly_from_reviewed_chinese_source_ai_review,containing_offset,medium,reviewed_source_adjudication,ai_source_reviewed,28,24,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Directly translates the adjudicated boy's denial rather than retaining the unrelated wish for better Pokémon.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03AA6E,MAIN,1380,D0509,In-game dialogue,0x03AA6E,1722,,,dialogue_19_19,,1472,0x03B08B,侦察员:无论如何都别想过我这关,ascii,Competition! I can not get enough!,Tu ne passeras pas.,You're not getting past me!,translated_directly_from_reviewed_chinese_source_ai_review,containing_offset,medium,reviewed_source_adjudication,ai_source_reviewed,27,34,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.",Restores the Scout's determination to block the player under any circumstances; the old competition line was unrelated.,corrected against the Chinese source + naturalized in French,,,,
MAIN:0x03AA91,MAIN,1381,D0510,In-game dialogue,0x03AA91,1723,,,dialogue_19_19,,1473,0x03B0AB,"侦察员:我当没看见,你走吧",ascii,I had a chance!,"Je n'ai rien vu. Allez, file !",I'll pretend I didn't see you. Go on.,translated_directly_from_reviewed_chinese_source_ai_review,containing_offset,medium,reviewed_source_adjudication,ai_source_reviewed,41,15,yes,"Uses official Gen I field-dialogue style: the visible sprite and encounter identify the sole speaker, so no redundant class label consumes text-bank space.","Preserves the Scout's decision to look the other way and let the player leave, replacing the unrelated old line.",corrected against the Chinese source + naturalized in French,,,,
